distance_from_center_mm,angle_degrees,etch_gas_flow,spin_coat_rpm,litho_overlay_error_nm,yield_pass
38.05,324.2,65.01,1826,2.025,1
96.75,266.65,46.57,1909,2.561,1
15.48,28.62,37.93,2029,1.106,1
100.94,349.72,52.49,1861,1.846,1
131.56,246.9,51.21,2232,1.727,1
79.97,33.55,59.29,2047,2.897,1
89.51,21.7,51.05,2058,1.882,1
31.07,133.99,55.54,1988,1.825,1
8.56,207.23,56.46,1777,1.822,1
143.24,113.59,39.65,1948,0.78,0
21.03,248.35,52.09,2011,3.056,1
77.75,115.74,54.76,1990,2.286,1
76.7,193.25,56.58,1886,2.827,1
51.86,329.68,48.58,1829,2.14,1
133.0,0.16,50.05,1960,3.28,0
64.57,204.41,50.13,1980,0.772,0
90.79,168.69,50.24,2181,2.427,1
117.32,54.66,48.63,2008,0.572,1
74.93,23.2,46.28,1981,1.918,1
102.76,279.71,51.44,2176,0.914,1
9.77,294.73,51.44,2127,2.091,1
117.73,207.78,51.95,2085,2.814,1
50.38,103.75,54.39,1701,1.612,1
38.78,212.51,55.13,2061,2.742,1
136.7,284.53,54.63,1917,3.833,0
110.02,191.05,44.0,1986,1.994,1
48.35,304.73,52.17,2122,0.824,1
102.52,261.36,48.87,1962,3.026,1
88.81,136.72,53.21,1903,2.285,1
47.48,16.38,43.23,2056,2.174,1
26.36,338.43,53.31,2106,1.609,1
65.21,303.21,53.62,2112,1.487,1
76.13,33.86,42.69,1996,2.664,0
122.31,185.35,53.13,2029,2.319,1
46.02,171.14,53.14,1521,1.588,1
122.29,50.94,47.1,1851,2.621,1
7.29,78.38,50.81,2244,2.089,1
137.25,247.46,57.29,2056,2.713,1
109.91,201.95,41.59,1993,2.207,1
29.5,183.39,55.49,2163,2.004,1
20.15,219.22,49.8,1927,2.484,1
81.4,212.56,55.4,1763,2.847,1
11.28,179.9,55.38,1686,0.923,1
6.15,127.44,54.07,1785,1.436,1
77.93,84.95,43.65,2103,1.881,1
29.15,167.33,55.16,2139,1.745,1
3.72,222.61,42.54,2117,1.012,1
66.86,146.94,51.32,2174,1.496,1
124.27,214.69,53.45,1957,2.774,1
144.92,94.24,61.52,1847,2.015,1
123.17,116.84,50.92,2015,2.93,1
134.88,65.91,53.04,2020,2.79,0
53.93,259.59,47.81,2206,3.328,1
16.18,139.64,35.49,1995,2.227,0
138.69,11.43,48.09,2204,1.858,1
7.91,62.39,53.42,2040,0.749,1
86.5,304.71,49.05,1872,1.967,1
144.55,298.65,52.94,1829,1.108,0
51.38,163.62,39.12,1655,3.073,0
82.08,211.32,35.19,2035,2.32,1
49.78,242.69,46.76,1927,0.702,1
127.74,21.1,49.97,2095,0.689,1
68.97,336.03,49.59,1979,1.93,1
133.71,232.32,49.46,1931,1.553,0
23.23,309.95,46.96,1888,0.803,1
19.86,204.44,51.73,1891,2.761,1
18.68,303.79,45.47,2171,1.518,1
73.11,35.53,43.82,1957,0.861,1
3.06,166.35,43.61,2084,1.761,1
132.71,94.92,51.14,1843,0.94,0
85.97,187.59,51.66,2064,2.758,1
62.37,280.52,55.85,2111,0.984,1
46.21,230.74,50.98,1756,1.776,1
7.11,174.43,50.62,2158,2.821,1
142.87,201.13,54.03,1914,1.667,1
107.35,285.24,45.42,1754,2.377,1
91.17,266.91,43.75,1997,2.001,1
98.16,102.45,36.38,1991,2.131,0
107.19,57.44,45.52,1966,1.221,1
15.66,105.03,47.71,2134,3.424,0
3.51,78.43,47.94,1991,1.324,1
140.57,259.25,43.75,2029,2.042,1
0.13,292.36,44.83,1734,0.708,1
96.71,209.73,54.09,2012,4.019,0
99.07,224.62,51.28,1921,1.348,1
58.8,154.44,46.41,2019,0.891,1
78.87,72.01,46.45,2145,2.043,1
15.4,229.56,51.26,2186,1.953,1
77.27,181.9,50.48,1828,1.843,1
71.6,285.42,50.59,2074,1.147,1
83.65,31.57,52.23,2020,1.288,1
27.47,124.78,53.41,1852,1.669,1
37.72,192.46,49.18,2040,0.996,1
80.49,52.69,52.0,2202,2.439,1
95.42,335.04,48.05,2379,1.37,1
19.3,130.02,50.25,1978,2.304,1
135.48,343.35,48.85,2125,1.173,0
0.35,21.83,45.39,2121,2.608,1
136.77,259.8,45.09,2034,1.58,0
37.23,195.8,51.32,2041,2.943,1
103.11,296.23,40.22,1830,2.798,1
52.21,343.06,39.76,1966,1.764,1
69.82,314.34,48.84,2008,1.087,1
143.05,127.43,53.35,1974,2.639,0
75.98,276.43,50.02,2178,1.804,1
36.17,276.67,50.61,1927,2.423,1
93.8,153.86,44.8,1979,3.096,1
73.06,298.98,47.76,2140,3.127,0
119.55,283.82,52.41,1968,1.639,1
23.58,208.23,46.18,2206,3.413,1
70.45,48.97,53.04,1976,2.203,1
98.0,9.91,57.59,1975,0.686,1
90.61,316.39,35.94,2089,2.009,1
117.18,320.15,58.16,2095,2.008,1
23.95,17.8,58.38,2036,3.501,0
29.45,286.77,51.28,1733,2.347,1
44.15,158.29,49.79,2071,1.985,1
50.19,253.1,49.97,2091,1.583,1
34.8,298.29,43.47,1960,2.545,1
129.37,289.29,46.03,1795,1.909,1
67.57,330.86,50.92,1791,1.577,1
63.8,317.39,49.83,2016,2.182,1
13.85,19.56,46.77,2207,1.701,1
115.59,203.45,43.82,2037,2.175,1
101.38,249.73,55.07,2070,1.913,1
137.65,206.54,61.8,2230,1.81,0
75.38,63.82,51.11,1816,2.238,1
139.97,36.57,50.27,2101,1.852,1
140.85,196.05,50.12,1990,1.464,0
138.24,223.12,45.23,1731,1.445,1
133.89,329.35,54.89,2219,0.958,1
146.75,2.71,51.27,1921,1.738,0
46.37,151.35,53.35,2140,1.576,1
147.11,266.18,52.43,1952,1.938,0
148.71,227.27,51.9,1962,2.417,1
137.38,89.72,48.26,2055,1.024,0
91.83,161.24,53.47,1766,3.277,1
13.34,290.51,55.91,1928,0.528,1
81.13,143.95,46.89,1776,2.407,1
128.96,62.28,37.33,2010,2.459,1
39.78,55.51,52.52,2026,2.046,1
112.04,23.44,51.55,1743,1.244,1
55.53,217.57,41.77,1834,2.409,1
142.23,261.57,41.44,2087,1.544,1
43.85,90.31,62.57,2064,2.434,1
35.84,28.92,51.04,1930,1.524,1
135.64,53.15,50.83,2044,2.641,1
69.83,146.34,56.36,1902,1.822,0
47.34,48.85,46.01,1936,2.741,1
33.54,355.91,54.75,2085,3.045,1
29.33,341.39,46.33,2231,2.685,1
53.83,45.19,59.93,2172,3.119,1
93.76,159.26,49.98,1950,1.992,1
120.8,258.48,51.44,1997,2.374,1
25.54,117.44,40.46,2181,1.927,1
97.35,221.27,50.35,1767,1.981,1
7.64,66.45,41.07,2216,2.724,1
10.31,98.81,39.73,2123,1.996,1
149.5,55.86,54.96,2226,2.607,0
37.92,68.1,53.08,2138,1.769,1
43.5,142.13,42.8,2078,2.287,1
30.8,203.8,54.12,1751,1.101,1
127.0,333.46,48.95,1804,2.856,1
117.42,88.18,57.12,2124,2.999,1
92.47,9.84,49.06,2112,3.375,1
74.44,24.55,45.58,1864,0.526,1
129.73,152.4,40.22,2204,3.935,0
36.58,61.93,56.41,1955,2.782,1
146.5,95.63,47.33,1945,3.67,1
57.47,271.87,50.47,1880,2.729,1
93.46,60.94,46.13,2142,2.208,1
147.31,285.18,49.5,2156,1.771,1
34.21,289.18,47.95,2105,0.706,1
41.03,326.88,53.09,2107,3.199,1
127.27,142.66,54.0,1989,1.703,1
54.61,217.1,54.7,2101,2.281,1
142.46,33.38,45.8,2151,3.882,0
33.77,330.7,54.04,1715,1.279,1
65.56,218.38,45.5,1976,1.768,1
1.17,6.76,48.91,2016,2.227,1
100.61,199.71,51.37,2217,1.799,1
93.37,331.65,51.71,2051,1.312,1
134.82,285.93,53.48,1973,1.591,1
61.98,3.92,49.85,1784,1.126,1
128.85,204.89,50.12,2169,1.717,1
96.18,339.07,53.77,2099,2.226,1
102.74,318.51,51.19,2083,2.406,1
123.24,50.75,49.74,2228,0.662,1
36.11,70.02,54.65,2225,2.273,1
113.19,356.31,43.55,1777,2.258,1
78.39,68.35,44.55,2166,2.219,1
16.16,53.12,50.65,1986,2.002,1
41.43,312.27,47.94,1875,0.988,1
115.94,123.75,44.66,1704,1.912,1
3.44,43.0,53.82,2073,1.649,1
76.18,348.79,47.4,2017,1.941,1
71.6,104.24,46.37,1986,2.337,1
103.03,115.29,50.96,1808,2.121,1
5.83,263.79,52.01,1857,0.239,1
130.22,132.57,49.18,1971,2.991,1
86.95,98.31,53.78,2001,2.226,1
126.74,121.88,50.32,1995,3.454,1
104.93,345.68,45.4,2085,1.945,1
97.01,203.86,37.81,1947,0.548,1
60.71,177.27,52.46,1826,2.229,1
85.9,250.21,48.25,1726,1.983,1
132.42,221.07,52.65,1941,1.331,1
39.03,181.13,56.66,1789,2.494,1
14.26,118.99,44.49,2011,3.554,1
23.62,163.42,44.02,2104,1.412,1
28.98,340.29,50.88,1890,1.956,1
40.8,209.77,45.79,1862,1.782,1
65.23,191.64,40.21,1700,2.197,1
50.9,229.87,52.38,2013,3.05,1
54.67,176.29,45.21,1996,3.019,1
117.76,249.18,53.48,1963,2.116,1
5.79,338.06,47.58,2136,1.306,1
131.16,353.72,50.28,2078,2.216,1
39.8,48.44,49.91,1998,2.838,1
18.74,23.62,54.42,2074,1.958,1
134.85,289.6,52.58,2108,2.905,1
48.1,71.02,45.52,1850,1.723,1
14.6,97.68,52.28,2021,2.303,1
84.23,147.91,47.19,2168,1.935,1
43.92,300.22,46.92,2067,1.47,1
66.49,243.18,53.49,1971,1.437,1
15.5,327.44,50.6,1834,1.526,1
19.27,123.74,43.49,2221,1.237,1
136.23,137.08,46.62,2004,2.612,0
118.87,116.17,37.44,1976,3.196,1
124.96,7.18,58.67,1864,2.65,1
134.46,208.23,43.97,2251,2.132,0
90.66,127.62,49.64,1840,2.644,1
14.97,14.89,47.01,2003,2.319,1
55.24,41.68,46.16,2060,2.989,1
65.35,250.49,51.73,1955,2.452,1
42.71,99.59,46.86,2109,2.137,1
42.12,189.45,50.22,1808,1.493,0
149.58,298.62,40.87,1846,1.038,0
55.24,197.06,51.89,2077,2.625,1
30.48,31.82,47.94,2071,1.709,1
141.08,27.91,44.74,2092,0.583,0
80.5,259.63,61.36,2230,2.083,1
62.71,351.22,47.65,2089,1.458,1
61.62,132.75,48.39,1913,2.961,1
41.33,226.17,41.04,2049,3.405,1
94.67,236.99,57.3,2102,3.998,1
96.26,28.94,55.86,1995,1.866,1
101.7,289.34,59.97,2362,1.22,1
148.74,184.91,46.05,1943,2.786,1
17.63,193.99,52.05,1935,2.953,1
9.26,54.49,42.58,1881,0.474,1
33.37,202.47,52.98,2270,1.827,1
86.36,222.5,47.14,1964,1.254,1
82.28,158.53,44.41,2281,1.639,0
147.96,59.05,58.44,2197,2.132,1
3.78,187.2,53.42,2184,2.0,1
101.87,267.82,48.61,1986,1.645,1
57.58,15.9,41.02,2111,2.579,1
62.24,162.13,44.89,2386,1.375,1
18.43,260.32,45.01,2097,2.354,1
90.27,53.7,48.45,1868,1.494,1
50.68,52.47,51.8,1961,2.199,1
129.52,99.99,42.29,1999,1.69,1
147.5,109.12,47.87,1878,2.042,0
64.57,86.51,44.24,2058,1.733,1
27.56,322.25,54.48,1957,2.025,1
111.93,181.65,44.88,2025,2.313,1
14.67,342.86,52.74,2220,1.94,1
99.8,224.87,48.41,1985,1.843,1
95.36,82.91,48.54,1882,1.646,1
42.27,172.11,49.03,1953,1.571,1
67.74,263.69,56.63,2406,2.313,1
102.62,94.77,49.48,2055,3.719,1
111.46,18.15,49.32,1854,1.706,1
5.68,25.11,48.84,1976,1.224,1
109.83,75.65,42.72,2172,1.941,1
82.05,60.66,51.63,2195,2.258,1
64.55,192.42,48.28,1952,2.642,1
55.81,127.84,50.69,1950,3.109,1
9.74,287.65,49.18,2077,1.968,1
130.02,298.62,44.74,1935,2.829,0
141.32,268.53,51.91,2072,1.774,1
10.35,288.64,44.07,1830,2.467,1
115.39,122.78,49.59,2036,2.762,1
127.88,301.21,47.83,2293,2.503,1
56.01,209.18,50.18,1774,1.634,1
123.56,244.06,48.31,1963,3.135,1
137.07,20.03,49.41,1939,2.476,1
146.74,65.83,56.81,1944,2.356,1
110.62,323.15,52.74,2044,1.333,1
32.01,42.01,53.65,2111,1.959,1
24.33,359.29,53.68,2118,2.938,1
9.93,77.06,43.95,2142,1.648,1
149.24,107.62,47.47,1990,2.26,0
108.14,51.06,45.82,1884,2.164,0
133.76,98.3,57.11,2011,0.428,0
95.05,145.79,47.87,2095,1.412,0
136.59,301.94,44.82,1964,3.043,1
121.46,148.68,47.5,1773,3.325,1
137.81,202.2,47.47,2001,2.986,1
88.02,305.86,52.18,2372,2.166,1
77.0,38.84,53.31,2184,0.825,1
27.16,169.75,55.32,2262,1.988,1
39.18,356.93,52.12,1875,2.553,1
17.31,329.4,53.1,1933,1.373,1
93.88,65.29,47.18,1947,2.996,1
149.63,293.14,56.93,1843,2.541,1
31.41,151.22,48.58,2268,2.477,1
17.46,1.15,53.81,2218,1.718,1
30.97,53.89,47.34,1774,2.779,1
99.14,257.86,47.42,1906,3.112,1
22.2,64.82,53.05,1833,3.177,1
123.19,65.54,45.47,2080,3.048,1
148.73,38.91,44.57,2011,2.589,1
140.56,41.14,51.99,2065,1.947,1
58.26,220.92,43.32,1849,1.584,1
71.69,307.12,50.93,2108,1.77,1
136.58,246.89,47.77,1948,0.876,0
49.89,130.23,52.89,1972,1.563,1
19.25,129.11,48.31,2146,1.402,1
37.72,177.64,50.45,2152,4.402,1
116.63,318.18,48.91,1943,2.859,1
73.82,17.08,50.41,2035,3.16,1
121.34,233.17,46.22,1841,2.353,1
2.11,246.68,54.88,2157,3.22,1
141.55,202.84,44.66,1798,2.256,0
13.41,105.6,51.47,2163,1.519,1
54.44,209.65,40.1,1864,1.015,1
49.76,217.04,53.28,1793,1.955,1
12.79,123.21,45.68,1966,0.215,1
73.94,249.72,52.87,2184,2.481,1
44.52,53.83,43.45,1875,2.876,1
133.78,179.01,51.99,2163,2.537,0
106.17,249.98,53.87,2082,1.355,1
133.71,113.52,52.96,1998,2.111,0
106.05,132.09,47.33,1794,1.444,1
66.37,27.44,46.52,2041,2.609,1
111.42,320.82,59.8,2184,2.119,1
138.04,291.91,60.23,1864,2.132,1
51.37,260.89,46.13,2039,1.222,1
11.74,193.04,55.3,2227,1.745,1
102.69,183.5,52.67,1925,1.259,1
77.96,323.66,56.25,2182,2.653,1
65.19,205.7,42.85,1838,1.998,1
80.23,7.5,43.32,2189,1.061,1
67.59,235.92,48.64,1923,4.373,1
82.44,16.47,55.93,1995,1.184,1
86.51,257.11,46.96,1975,3.54,1
82.01,4.41,46.14,2185,2.468,1
45.67,140.21,46.49,2194,2.57,1
82.41,107.77,50.98,2054,2.178,1
27.56,201.43,44.53,2375,2.118,1
84.92,351.38,45.15,1912,1.264,1
14.01,220.89,42.51,1711,2.569,1
102.15,219.65,50.52,2211,1.764,1
55.4,306.3,42.5,1984,3.276,1
138.89,248.0,48.8,1809,1.32,1
21.33,259.94,51.85,1848,1.258,0
39.68,86.75,50.34,1662,0.887,1
133.02,312.96,48.45,1934,3.139,1
85.78,63.19,52.88,1963,2.784,1
146.85,45.22,55.03,1885,0.506,0
136.45,37.51,46.28,2016,1.934,1
34.57,345.88,44.38,2049,3.237,1
92.28,65.56,49.88,2120,1.731,1
135.19,128.22,42.45,2144,1.087,0
107.36,119.3,53.27,1868,2.94,1
91.08,327.82,46.78,1728,1.569,1
96.42,139.15,53.81,1917,2.104,1
45.37,359.87,51.78,2103,1.199,1
37.76,250.43,47.0,2011,3.666,1
117.39,291.61,50.18,1954,2.294,1
136.09,152.68,52.58,1727,1.491,1
82.39,102.58,51.78,1802,1.894,1
20.3,1.26,49.01,2172,2.053,1
25.98,198.67,52.17,1884,2.473,1
101.0,342.32,51.08,2206,2.768,1
67.69,276.75,49.24,2203,1.709,1
38.74,140.47,51.24,1900,1.727,1
26.37,261.04,55.47,2008,1.819,1
84.09,33.76,52.99,1593,1.336,1
141.62,183.32,41.13,2018,2.592,1
134.15,106.35,57.83,2232,1.433,1
31.93,277.55,50.87,2196,2.55,1
140.36,293.62,56.56,1535,2.503,0
48.12,249.4,52.58,2070,2.36,1
129.05,307.9,53.2,2026,0.986,1
81.46,104.07,46.81,2175,1.825,1
35.64,86.51,41.32,2032,2.971,1
105.98,229.9,47.64,1854,2.624,1
37.69,353.33,45.94,1975,1.876,1
14.28,94.69,55.46,1752,2.356,1
1.61,340.87,51.4,1787,0.819,1
15.4,308.78,51.76,1757,1.251,1
13.25,273.56,48.63,1966,2.102,1
77.89,125.72,43.79,1752,1.955,1
112.59,294.47,55.18,1891,1.918,1
67.55,291.27,56.05,2378,2.349,1
90.03,257.32,53.23,2039,0.581,1
121.58,106.42,49.54,2070,1.672,1
148.82,124.55,43.77,2253,2.245,1
144.15,258.31,49.66,2033,1.469,1
26.0,104.36,55.79,1835,0.949,1
22.01,237.77,46.4,2076,1.866,1
65.82,103.54,52.03,1869,1.838,1
8.34,131.36,54.41,2000,1.047,1
66.21,56.25,47.65,1890,1.654,1
143.53,54.53,53.41,2070,2.548,0
17.54,94.2,48.94,1640,1.315,1
56.33,27.28,52.32,1779,1.237,1
110.38,17.71,51.28,1915,1.091,1
10.4,219.89,46.19,2087,2.996,1
98.24,187.71,53.65,2067,1.472,1
105.13,331.87,49.33,2043,1.961,1
6.02,97.44,47.07,2155,2.482,1
53.02,32.88,49.57,1760,1.259,1
138.65,48.23,43.04,1829,2.764,0
87.23,23.6,49.82,2096,2.229,0
77.37,74.15,55.41,1961,2.969,1
119.61,333.96,57.34,1876,4.251,1
64.04,24.1,54.96,2013,1.681,1
107.5,281.04,53.97,1964,1.51,1
10.35,183.42,54.57,2078,1.705,1
38.61,309.69,51.82,1777,1.626,1
54.99,256.97,45.42,1802,2.408,1
52.21,198.87,56.5,2096,2.08,1
78.7,87.99,46.37,1674,2.245,1
81.02,66.45,49.45,2166,1.496,1
99.92,36.49,48.08,1860,1.975,1
121.4,102.7,57.56,1740,1.295,1
33.51,24.03,58.75,2219,1.748,1
45.52,227.42,46.03,1972,1.973,1
29.72,301.13,55.55,1744,2.233,1
74.68,190.33,55.06,1856,1.385,1
53.56,130.7,40.92,2064,1.435,1
58.84,147.46,55.72,1870,0.898,1
126.87,244.79,51.56,2106,2.056,1
68.53,218.51,47.8,2300,2.94,1
141.43,287.63,52.69,2033,2.507,0
121.55,169.34,52.8,1758,2.242,1
90.08,119.39,48.81,1964,1.296,1
27.35,227.32,49.63,2166,1.296,1
94.06,282.03,51.41,1900,2.442,1
121.69,0.5,50.6,1897,1.666,1
110.55,301.19,44.78,2010,0.039,1
37.82,335.94,42.4,1962,0.198,1
149.46,25.12,52.49,1942,1.6,0
72.57,164.99,55.68,1912,0.786,1
66.49,104.09,38.74,2100,1.451,1
105.42,320.74,46.33,2135,3.204,1
122.66,311.88,48.61,2210,2.546,1
13.01,175.08,46.41,2138,1.888,1
34.55,1.98,46.82,1928,2.133,1
106.96,1.55,50.47,2009,2.16,1
136.82,105.45,44.38,2047,1.655,1
128.09,316.15,52.35,2106,0.912,0
48.22,151.9,50.42,2002,3.331,1
46.48,266.14,56.58,1848,2.255,0
86.72,275.69,42.91,2095,1.597,1
144.2,54.54,51.66,1988,1.318,0
63.21,237.77,43.83,2113,0.575,1
95.66,81.28,50.88,2118,1.759,1
129.01,357.21,59.36,1837,2.049,1
25.54,63.5,54.36,1846,3.083,0
44.77,121.09,56.84,2078,2.436,1
75.19,127.27,46.34,2163,1.426,1
132.82,258.02,50.62,1851,2.815,1
139.32,294.95,48.0,1966,1.431,0
121.81,207.77,38.59,1978,0.68,1
75.86,111.54,48.68,1754,1.954,0
118.2,165.08,47.5,1761,0.283,1
56.89,168.72,42.33,2256,1.63,1
135.24,192.18,47.81,2181,3.006,1
4.1,249.07,52.77,2219,0.045,1
41.0,130.62,46.06,2085,3.373,1
20.83,177.42,59.19,2127,1.812,1
148.3,94.02,54.99,1807,1.024,1
145.31,178.36,47.17,2170,1.271,0
45.01,245.43,54.93,2103,1.417,1
140.08,193.6,43.97,2054,3.079,1
135.57,266.72,46.82,2071,2.306,0
47.0,279.08,49.83,2139,1.523,1
14.16,311.04,57.67,2139,2.384,1
76.99,208.92,47.98,1997,0.448,1
120.63,65.19,45.77,1994,2.566,1
110.49,184.18,62.02,2092,1.896,1
62.25,229.32,47.36,2006,2.372,1
85.44,138.21,56.88,2031,1.477,1
30.95,23.91,47.74,2030,2.562,1
6.81,173.21,54.31,2012,3.083,0
75.92,210.97,35.86,2051,2.517,1
121.03,115.75,59.04,1921,2.245,1
115.77,30.36,51.97,1987,2.387,1
102.18,265.81,43.2,1868,1.949,1
143.62,359.6,54.61,1946,2.541,0
133.97,187.38,53.77,2029,0.951,0
19.5,160.65,48.24,1817,1.909,1
125.13,130.31,51.47,2260,2.693,1
92.97,255.09,50.76,2188,2.225,1
71.25,314.53,50.81,2095,2.48,1
90.61,195.81,53.45,1862,2.071,1
69.46,128.59,42.8,2237,1.369,1
96.24,224.56,43.94,2091,1.947,1
15.71,230.7,48.82,2005,2.243,1
148.78,3.86,50.1,2173,0.581,0
125.27,245.69,54.66,2142,2.008,1
145.93,77.3,45.81,2033,1.293,1
133.0,270.08,47.67,1880,1.727,1
75.83,151.16,45.64,1842,2.036,0
9.84,32.27,53.45,2159,1.555,1
51.26,279.16,53.16,2212,1.178,1
120.51,251.42,44.7,1927,3.112,1
80.8,319.39,50.34,2124,1.114,1
123.42,317.41,50.41,1901,0.881,1
75.89,27.0,52.37,1926,1.405,1
93.05,24.14,57.36,1905,3.037,1
130.7,226.88,40.15,1945,2.309,1
89.01,106.37,47.21,1822,1.758,1
136.22,294.99,53.18,1939,2.188,1
99.21,317.24,56.75,1885,2.933,1
44.37,159.89,55.47,1870,1.726,1
103.8,167.29,53.27,1789,1.819,0
34.23,289.54,50.11,2138,1.355,1
94.43,92.54,40.77,2021,0.79,1
107.02,114.39,49.19,2180,1.848,1
135.63,251.68,48.11,1987,3.017,0
90.98,64.16,43.34,1872,3.152,1
29.91,241.5,46.63,1889,2.281,1
108.75,346.81,47.24,2261,2.775,1
66.69,52.08,59.32,1943,1.88,1
19.87,90.94,43.04,2079,1.322,1
104.27,70.92,46.42,1910,2.448,1
20.13,7.75,47.86,1791,4.027,1
135.95,233.12,52.84,2240,1.256,0
126.85,353.71,40.12,2170,1.339,1
73.63,103.74,51.71,1940,2.163,1
102.28,50.3,49.55,2308,1.868,1
125.77,93.68,54.16,2002,2.292,1
104.12,125.41,48.05,2041,0.783,1
36.36,48.92,44.53,2067,1.549,1
7.15,279.22,44.05,2024,1.164,1
131.73,20.18,52.35,2136,0.933,0
18.17,114.41,41.03,2036,2.449,1
7.23,141.94,47.99,2012,3.317,1
14.1,172.43,46.69,2155,2.57,1
16.13,291.75,56.03,2115,2.653,1
21.56,183.37,53.72,1951,3.057,1
10.38,192.57,49.24,1939,1.934,1
139.81,187.66,52.72,1918,0.505,0
2.05,9.45,50.5,1894,3.322,1
92.83,26.56,40.33,2133,2.375,1
28.42,184.4,42.18,2184,0.968,1
1.92,194.52,43.77,2000,2.506,1
39.68,300.96,52.19,2062,2.699,1
79.67,37.25,58.71,1948,1.188,1
39.88,9.02,47.25,1795,2.221,1
89.51,76.77,47.85,1878,2.489,1
93.06,75.36,46.94,2091,2.369,1
73.71,77.8,42.08,2158,2.324,1
122.68,173.11,48.53,2198,3.143,1
145.36,48.09,46.8,1867,1.479,1
94.69,332.06,47.54,2029,2.615,1
18.76,295.76,47.42,2170,3.206,1
120.69,76.1,51.93,1857,1.506,1
5.91,44.45,52.37,2197,1.779,1
144.37,217.55,47.97,1793,1.578,0
41.77,145.78,52.35,2041,1.41,1
90.41,77.7,53.45,2023,3.417,1
117.66,190.91,56.22,2090,2.213,1
36.43,288.11,45.73,1983,2.479,1
88.25,356.72,46.29,2017,2.226,1
113.85,149.18,50.48,1843,3.144,1
35.51,269.9,44.43,1880,2.004,1
62.5,296.57,53.17,1904,2.171,1
11.76,322.27,43.52,2310,1.623,1
102.5,82.42,56.13,2009,1.377,1
4.98,262.84,53.7,2160,3.215,1
83.64,240.73,46.14,2141,0.199,1
62.56,94.31,46.58,1909,1.826,1
88.73,113.58,55.11,1715,2.754,1
126.11,351.6,41.44,2062,2.907,0
131.47,308.56,53.5,1777,0.962,1
41.84,198.54,48.77,2185,2.751,1
133.18,38.11,50.83,2118,2.257,0
91.35,196.56,47.77,2096,1.847,1
61.34,312.93,44.04,1905,2.371,0
126.09,186.48,50.86,2377,1.89,1
45.42,256.55,45.16,2126,2.539,1
140.93,209.24,49.22,2147,1.342,1
1.99,319.96,45.75,2052,2.976,1
68.79,293.48,50.96,1844,2.299,1
94.9,48.15,55.18,2140,1.599,1
71.92,1.28,46.09,1721,3.159,1
116.16,58.39,53.86,1922,2.62,1
37.26,36.7,59.36,1878,2.601,1
26.16,263.34,52.45,1907,1.901,0
12.41,146.32,54.21,2073,0.915,1
115.2,127.79,46.75,1916,1.142,0
117.74,38.07,52.88,1918,0.785,1
44.6,137.79,57.93,2316,1.417,1
141.75,192.38,51.07,1674,2.356,0
32.96,133.67,52.78,2043,1.654,1
69.06,189.89,52.06,1762,2.612,1
83.28,89.98,41.92,2126,1.703,1
35.95,16.81,48.12,1989,1.731,1
23.37,291.92,45.08,1804,3.259,0
136.32,215.13,44.24,2072,2.225,0
43.32,251.93,41.08,1874,1.242,1
124.05,341.16,51.45,1978,0.214,1
20.24,56.68,53.54,2253,1.72,1
147.29,280.87,49.52,2093,1.895,1
5.12,125.4,51.84,1679,1.987,1
72.13,301.93,60.46,1866,0.808,1
148.83,285.54,48.38,1995,2.161,1
141.73,307.56,47.17,1983,1.312,1
133.59,286.38,47.72,1846,2.872,1
122.2,112.11,54.71,1896,1.403,0
86.27,49.94,46.31,2294,2.945,1
88.9,121.98,52.49,2266,1.791,1
93.56,103.0,50.2,2184,2.42,1
93.4,131.6,52.94,1965,3.038,1
70.22,108.29,50.33,2114,1.401,1
54.09,318.31,46.2,1935,1.328,1
82.47,210.34,58.27,2020,3.15,1
55.67,181.67,55.29,1876,2.345,1
109.11,125.66,45.15,2008,2.155,1
137.95,216.37,43.12,1850,2.05,1
13.28,302.2,46.4,2054,2.145,0
7.01,109.86,47.68,2242,3.103,1
57.86,353.81,56.67,1822,2.715,1
9.1,58.33,54.74,2184,1.603,1
50.07,247.95,46.63,2139,2.275,1
4.78,84.81,52.43,1945,2.521,1
136.44,343.61,53.68,1957,1.639,0
8.57,325.72,59.58,1993,1.542,1
48.39,291.09,42.17,1655,3.391,1
108.98,337.41,53.04,2008,1.425,1
144.96,323.89,49.09,2164,2.518,0
21.87,35.99,46.67,2180,1.937,1
108.08,349.47,53.01,1936,1.713,1
25.74,324.7,51.61,1970,2.864,1
28.07,54.58,58.2,1881,0.76,1
60.66,153.97,52.28,2225,2.795,1
145.0,113.18,47.87,1736,2.568,1
43.58,178.96,44.08,2060,0.373,1
145.92,167.67,47.4,2046,1.381,0
34.3,282.57,46.24,2208,2.581,1
75.67,304.59,53.31,1882,2.159,1
118.91,169.81,48.62,2049,2.91,1
7.78,159.13,53.7,1860,0.973,1
148.72,137.64,53.95,2201,1.56,0
129.84,141.1,48.14,2113,1.394,1
38.54,285.05,53.88,1969,2.986,1
109.86,273.33,59.52,2050,2.021,1
125.14,203.55,45.56,1936,2.138,1
19.53,57.17,43.59,2061,1.802,1
92.58,141.04,58.49,2132,1.215,1
131.12,273.12,49.96,2064,1.272,1
50.97,202.83,47.55,2209,3.235,1
1.02,185.08,39.66,2114,2.256,1
119.49,334.48,39.24,2206,2.205,1
58.83,296.35,55.78,1888,2.597,1
75.68,248.57,55.03,2131,2.875,1
